Gene stable ID	Gene stable ID version	Transcript stable ID version
ENSVPAG00000002942	ENSVPAG00000002942.1	ENSVPAT00000002942.1
ENSVPAG00000000166	ENSVPAG00000000166.1	ENSVPAT00000000166.1
ENSVPAG00000009024	ENSVPAG00000009024.1	ENSVPAT00000009024.1
ENSVPAG00000000191	ENSVPAG00000000191.1	ENSVPAT00000000193.1
ENSVPAG00000011332	ENSVPAG00000011332.1	ENSVPAT00000011332.1
ENSVPAG00000000393	ENSVPAG00000000393.1	ENSVPAT00000000393.1
ENSVPAG00000003453	ENSVPAG00000003453.1	ENSVPAT00000003453.1
ENSVPAG00000004804	ENSVPAG00000004804.1	ENSVPAT00000004804.1
ENSVPAG00000006826	ENSVPAG00000006826.1	ENSVPAT00000006827.1
ENSVPAG00000001977	ENSVPAG00000001977.1	ENSVPAT00000001977.1
ENSVPAG00000004426	ENSVPAG00000004426.1	ENSVPAT00000004427.1
ENSVPAG00000015427	ENSVPAG00000015427.1	ENSVPAT00000015408.1
ENSVPAG00000005982	ENSVPAG00000005982.1	ENSVPAT00000005981.1
ENSVPAG00000003485	ENSVPAG00000003485.1	ENSVPAT00000003484.1
ENSVPAG00000009025	ENSVPAG00000009025.1	ENSVPAT00000009025.1
ENSVPAG00000011291	ENSVPAG00000011291.1	ENSVPAT00000011293.1
ENSVPAG00000000117	ENSVPAG00000000117.1	ENSVPAT00000000117.1
ENSVPAG00000011816	ENSVPAG00000011816.1	ENSVPAT00000011816.1
ENSVPAG00000001038	ENSVPAG00000001038.1	ENSVPAT00000001038.1
ENSVPAG00000000394	ENSVPAG00000000394.1	ENSVPAT00000000394.1
ENSVPAG00000000973	ENSVPAG00000000973.1	ENSVPAT00000000973.1
ENSVPAG00000003487	ENSVPAG00000003487.1	ENSVPAT00000003485.1
ENSVPAG00000005988	ENSVPAG00000005988.1	ENSVPAT00000005986.1
ENSVPAG00000011106	ENSVPAG00000011106.1	ENSVPAT00000011106.1
ENSVPAG00000010411	ENSVPAG00000010411.1	ENSVPAT00000010411.1
ENSVPAG00000005654	ENSVPAG00000005654.1	ENSVPAT00000005654.1
ENSVPAG00000000387	ENSVPAG00000000387.1	ENSVPAT00000000389.1
ENSVPAG00000001042	ENSVPAG00000001042.1	ENSVPAT00000001042.1
ENSVPAG00000003488	ENSVPAG00000003488.1	ENSVPAT00000003487.1
ENSVPAG00000005991	ENSVPAG00000005991.1	ENSVPAT00000005992.1
ENSVPAG00000010412	ENSVPAG00000010412.1	ENSVPAT00000010412.1
ENSVPAG00000001000	ENSVPAG00000001000.1	ENSVPAT00000001000.1
ENSVPAG00000005655	ENSVPAG00000005655.1	ENSVPAT00000005655.1
ENSVPAG00000011030	ENSVPAG00000011030.1	ENSVPAT00000011029.1
ENSVPAG00000015447	ENSVPAG00000015447.1	ENSVPAT00000000500.1
ENSVPAG00000011819	ENSVPAG00000011819.1	ENSVPAT00000011817.1
ENSVPAG00000003490	ENSVPAG00000003490.1	ENSVPAT00000003491.1
ENSVPAG00000003710	ENSVPAG00000003710.1	ENSVPAT00000003710.1
ENSVPAG00000011032	ENSVPAG00000011032.1	ENSVPAT00000011032.1
ENSVPAG00000001978	ENSVPAG00000001978.1	ENSVPAT00000001978.1
ENSVPAG00000015477	ENSVPAG00000015477.1	ENSVPAT00000000501.1
ENSVPAG00000000075	ENSVPAG00000000075.1	ENSVPAT00000000075.1
ENSVPAG00000005117	ENSVPAG00000005117.1	ENSVPAT00000005117.1
ENSVPAG00000010413	ENSVPAG00000010413.1	ENSVPAT00000010416.1
ENSVPAG00000000700	ENSVPAG00000000700.1	ENSVPAT00000000700.1
ENSVPAG00000003712	ENSVPAG00000003712.1	ENSVPAT00000003712.1
ENSVPAG00000015436	ENSVPAG00000015436.1	ENSVPAT00000015469.1
ENSVPAG00000002990	ENSVPAG00000002990.1	ENSVPAT00000002991.1
ENSVPAG00000001979	ENSVPAG00000001979.1	ENSVPAT00000001979.1
ENSVPAG00000000392	ENSVPAG00000000392.1	ENSVPAT00000000392.1
ENSVPAG00000003495	ENSVPAG00000003495.1	ENSVPAT00000003507.1
ENSVPAG00000000076	ENSVPAG00000000076.1	ENSVPAT00000000076.1
ENSVPAG00000011820	ENSVPAG00000011820.1	ENSVPAT00000011819.1
ENSVPAG00000005119	ENSVPAG00000005119.1	ENSVPAT00000005119.1
ENSVPAG00000012566	ENSVPAG00000012566.1	ENSVPAT00000012566.1
ENSVPAG00000007464	ENSVPAG00000007464.1	ENSVPAT00000007463.1
ENSVPAG00000000701	ENSVPAG00000000701.1	ENSVPAT00000000701.1
ENSVPAG00000011034	ENSVPAG00000011034.1	ENSVPAT00000011037.1
ENSVPAG00000006731	ENSVPAG00000006731.1	ENSVPAT00000006731.1
ENSVPAG00000000415	ENSVPAG00000000415.1	ENSVPAT00000000415.1
ENSVPAG00000000194	ENSVPAG00000000194.1	ENSVPAT00000000194.1
ENSVPAG00000015418	ENSVPAG00000015418.1	ENSVPAT00000015478.1
ENSVPAG00000009111	ENSVPAG00000009111.1	ENSVPAT00000009112.1
ENSVPAG00000001980	ENSVPAG00000001980.1	ENSVPAT00000001981.1
ENSVPAG00000005122	ENSVPAG00000005122.1	ENSVPAT00000005124.1
ENSVPAG00000006650	ENSVPAG00000006650.1	ENSVPAT00000006650.1
ENSVPAG00000006733	ENSVPAG00000006733.1	ENSVPAT00000006735.1
ENSVPAG00000011822	ENSVPAG00000011822.1	ENSVPAT00000011823.1
ENSVPAG00000007466	ENSVPAG00000007466.1	ENSVPAT00000007466.1
ENSVPAG00000000529	ENSVPAG00000000529.1	ENSVPAT00000000529.1
ENSVPAG00000000483	ENSVPAG00000000483.1	ENSVPAT00000000483.1
ENSVPAG00000009117	ENSVPAG00000009117.2	ENSVPAT00000009117.1
ENSVPAG00000009117	ENSVPAG00000009117.2	ENSVPAT00000015417.1
ENSVPAG00000000702	ENSVPAG00000000702.1	ENSVPAT00000000702.1
ENSVPAG00000003642	ENSVPAG00000003642.1	ENSVPAT00000003642.1
ENSVPAG00000005657	ENSVPAG00000005657.1	ENSVPAT00000005658.1
ENSVPAG00000006737	ENSVPAG00000006737.1	ENSVPAT00000006736.1
ENSVPAG00000001984	ENSVPAG00000001984.1	ENSVPAT00000001986.1
ENSVPAG00000011038	ENSVPAG00000011038.1	ENSVPAT00000011038.1
ENSVPAG00000000530	ENSVPAG00000000530.1	ENSVPAT00000000530.1
ENSVPAG00000007469	ENSVPAG00000007469.1	ENSVPAT00000007468.1
ENSVPAG00000000531	ENSVPAG00000000531.1	ENSVPAT00000000531.1
ENSVPAG00000000160	ENSVPAG00000000160.1	ENSVPAT00000000160.1
ENSVPAG00000001056	ENSVPAG00000001056.1	ENSVPAT00000001056.1
ENSVPAG00000006231	ENSVPAG00000006231.1	ENSVPAT00000006231.1
ENSVPAG00000000247	ENSVPAG00000000247.1	ENSVPAT00000000247.1
ENSVPAG00000002993	ENSVPAG00000002993.1	ENSVPAT00000002993.1
ENSVPAG00000000703	ENSVPAG00000000703.1	ENSVPAT00000000703.1
ENSVPAG00000007979	ENSVPAG00000007979.1	ENSVPAT00000007979.1
ENSVPAG00000007470	ENSVPAG00000007470.1	ENSVPAT00000007469.1
ENSVPAG00000000254	ENSVPAG00000000254.1	ENSVPAT00000000255.1
ENSVPAG00000005127	ENSVPAG00000005127.2	ENSVPAT00000005125.1
ENSVPAG00000005127	ENSVPAG00000005127.2	ENSVPAT00000015484.1
ENSVPAG00000001250	ENSVPAG00000001250.1	ENSVPAT00000001250.1
ENSVPAG00000007980	ENSVPAG00000007980.1	ENSVPAT00000007980.1
ENSVPAG00000011039	ENSVPAG00000011039.1	ENSVPAT00000011039.1
ENSVPAG00000007981	ENSVPAG00000007981.1	ENSVPAT00000007981.1
ENSVPAG00000007471	ENSVPAG00000007471.1	ENSVPAT00000007470.1
ENSVPAG00000003164	ENSVPAG00000003164.1	ENSVPAT00000003164.1
ENSVPAG00000001251	ENSVPAG00000001251.1	ENSVPAT00000001251.1
ENSVPAG00000005128	ENSVPAG00000005128.1	ENSVPAT00000005126.1
ENSVPAG00000011267	ENSVPAG00000011267.1	ENSVPAT00000011267.1
ENSVPAG00000008385	ENSVPAG00000008385.1	ENSVPAT00000008385.1
ENSVPAG00000000248	ENSVPAG00000000248.1	ENSVPAT00000000248.1
ENSVPAG00000002997	ENSVPAG00000002997.1	ENSVPAT00000003002.1
ENSVPAG00000007982	ENSVPAG00000007982.1	ENSVPAT00000007982.1
ENSVPAG00000000088	ENSVPAG00000000088.1	ENSVPAT00000000088.1
ENSVPAG00000005659	ENSVPAG00000005659.1	ENSVPAT00000005659.1
ENSVPAG00000005129	ENSVPAG00000005129.1	ENSVPAT00000005129.1
ENSVPAG00000000257	ENSVPAG00000000257.1	ENSVPAT00000000257.1
ENSVPAG00000006897	ENSVPAG00000006897.1	ENSVPAT00000006898.1
ENSVPAG00000006369	ENSVPAG00000006369.1	ENSVPAT00000006369.1
ENSVPAG00000000537	ENSVPAG00000000537.1	ENSVPAT00000000537.1
ENSVPAG00000003165	ENSVPAG00000003165.1	ENSVPAT00000003165.1
ENSVPAG00000000538	ENSVPAG00000000538.1	ENSVPAT00000000538.1
ENSVPAG00000001252	ENSVPAG00000001252.1	ENSVPAT00000001253.1
ENSVPAG00000007983	ENSVPAG00000007983.1	ENSVPAT00000007983.1
ENSVPAG00000007472	ENSVPAG00000007472.1	ENSVPAT00000007473.1
ENSVPAG00000005500	ENSVPAG00000005500.1	ENSVPAT00000005499.1
ENSVPAG00000000644	ENSVPAG00000000644.1	ENSVPAT00000000643.1
ENSVPAG00000005413	ENSVPAG00000005413.1	ENSVPAT00000005414.1
ENSVPAG00000000167	ENSVPAG00000000167.1	ENSVPAT00000000167.1
ENSVPAG00000007985	ENSVPAG00000007985.1	ENSVPAT00000007984.1
ENSVPAG00000011828	ENSVPAG00000011828.1	ENSVPAT00000011828.1
ENSVPAG00000000361	ENSVPAG00000000361.1	ENSVPAT00000000361.1
ENSVPAG00000000645	ENSVPAG00000000645.1	ENSVPAT00000000645.1
ENSVPAG00000002856	ENSVPAG00000002856.1	ENSVPAT00000002860.1
ENSVPAG00000000539	ENSVPAG00000000539.1	ENSVPAT00000000539.1
ENSVPAG00000000170	ENSVPAG00000000170.1	ENSVPAT00000000169.1
ENSVPAG00000001256	ENSVPAG00000001256.1	ENSVPAT00000001256.1
ENSVPAG00000006760	ENSVPAG00000006760.1	ENSVPAT00000006762.1
ENSVPAG00000000139	ENSVPAG00000000139.1	ENSVPAT00000000138.1
ENSVPAG00000015386	ENSVPAG00000015386.1	ENSVPAT00000015415.1
ENSVPAG00000000258	ENSVPAG00000000258.1	ENSVPAT00000000259.1
ENSVPAG00000007986	ENSVPAG00000007986.1	ENSVPAT00000007986.1
ENSVPAG00000003166	ENSVPAG00000003166.1	ENSVPAT00000003166.1
ENSVPAG00000000648	ENSVPAG00000000648.1	ENSVPAT00000000648.1
ENSVPAG00000003104	ENSVPAG00000003104.1	ENSVPAT00000003104.1
ENSVPAG00000000504	ENSVPAG00000000504.1	ENSVPAT00000000504.1
ENSVPAG00000005417	ENSVPAG00000005417.2	ENSVPAT00000005419.2
ENSVPAG00000005455	ENSVPAG00000005455.1	ENSVPAT00000005455.1
ENSVPAG00000000363	ENSVPAG00000000363.1	ENSVPAT00000000362.1
ENSVPAG00000006660	ENSVPAG00000006660.1	ENSVPAT00000006661.1
ENSVPAG00000000540	ENSVPAG00000000540.1	ENSVPAT00000000540.1
ENSVPAG00000008487	ENSVPAG00000008487.1	ENSVPAT00000008487.1
ENSVPAG00000000328	ENSVPAG00000000328.1	ENSVPAT00000000328.1
ENSVPAG00000003142	ENSVPAG00000003142.1	ENSVPAT00000003142.1
ENSVPAG00000001257	ENSVPAG00000001257.1	ENSVPAT00000001257.1
ENSVPAG00000007987	ENSVPAG00000007987.1	ENSVPAT00000007987.1
ENSVPAG00000000416	ENSVPAG00000000416.1	ENSVPAT00000000416.1
ENSVPAG00000000087	ENSVPAG00000000087.1	ENSVPAT00000000087.1
ENSVPAG00000003730	ENSVPAG00000003730.1	ENSVPAT00000003730.1
ENSVPAG00000015467	ENSVPAG00000015467.1	ENSVPAT00000015450.1
ENSVPAG00000009885	ENSVPAG00000009885.1	ENSVPAT00000009884.1
ENSVPAG00000005647	ENSVPAG00000005647.1	ENSVPAT00000005647.1
ENSVPAG00000007988	ENSVPAG00000007988.1	ENSVPAT00000007988.1
ENSVPAG00000003689	ENSVPAG00000003689.1	ENSVPAT00000003689.1
ENSVPAG00000000211	ENSVPAG00000000211.1	ENSVPAT00000000212.1
ENSVPAG00000000227	ENSVPAG00000000227.1	ENSVPAT00000000227.1
ENSVPAG00000000505	ENSVPAG00000000505.1	ENSVPAT00000000505.1
ENSVPAG00000000364	ENSVPAG00000000364.1	ENSVPAT00000000364.1
ENSVPAG00000008489	ENSVPAG00000008489.1	ENSVPAT00000008488.1
ENSVPAG00000000651	ENSVPAG00000000651.1	ENSVPAT00000000649.1
ENSVPAG00000012123	ENSVPAG00000012123.1	ENSVPAT00000012122.1
ENSVPAG00000000365	ENSVPAG00000000365.1	ENSVPAT00000000365.1
ENSVPAG00000003731	ENSVPAG00000003731.1	ENSVPAT00000003731.1
ENSVPAG00000000329	ENSVPAG00000000329.1	ENSVPAT00000000329.1
ENSVPAG00000004996	ENSVPAG00000004996.1	ENSVPAT00000004996.1
ENSVPAG00000005118	ENSVPAG00000005118.1	ENSVPAT00000005118.1
ENSVPAG00000008490	ENSVPAG00000008490.1	ENSVPAT00000008490.1
ENSVPAG00000006583	ENSVPAG00000006583.1	ENSVPAT00000006583.1
ENSVPAG00000001258	ENSVPAG00000001258.1	ENSVPAT00000001258.1
ENSVPAG00000012124	ENSVPAG00000012124.1	ENSVPAT00000012123.1
ENSVPAG00000004952	ENSVPAG00000004952.1	ENSVPAT00000004952.1
ENSVPAG00000000506	ENSVPAG00000000506.1	ENSVPAT00000000506.1
ENSVPAG00000005422	ENSVPAG00000005422.1	ENSVPAT00000005421.1
ENSVPAG00000000179	ENSVPAG00000000179.1	ENSVPAT00000000179.1
ENSVPAG00000012125	ENSVPAG00000012125.1	ENSVPAT00000012124.1
ENSVPAG00000001153	ENSVPAG00000001153.1	ENSVPAT00000001153.1
ENSVPAG00000008491	ENSVPAG00000008491.1	ENSVPAT00000008491.1
ENSVPAG00000005121	ENSVPAG00000005121.1	ENSVPAT00000005121.1
ENSVPAG00000012126	ENSVPAG00000012126.1	ENSVPAT00000012125.1
ENSVPAG00000003733	ENSVPAG00000003733.1	ENSVPAT00000003733.1
ENSVPAG00000007990	ENSVPAG00000007990.1	ENSVPAT00000007990.1
ENSVPAG00000001666	ENSVPAG00000001666.1	ENSVPAT00000001665.1
ENSVPAG00000000105	ENSVPAG00000000105.1	ENSVPAT00000000105.1
ENSVPAG00000008361	ENSVPAG00000008361.1	ENSVPAT00000008361.1
ENSVPAG00000006585	ENSVPAG00000006585.1	ENSVPAT00000006584.1
ENSVPAG00000000368	ENSVPAG00000000368.1	ENSVPAT00000000368.1
ENSVPAG00000000252	ENSVPAG00000000252.1	ENSVPAT00000000252.1
ENSVPAG00000001259	ENSVPAG00000001259.1	ENSVPAT00000001259.1
ENSVPAG00000012129	ENSVPAG00000012129.1	ENSVPAT00000012127.1
ENSVPAG00000004997	ENSVPAG00000004997.1	ENSVPAT00000004997.1
ENSVPAG00000005124	ENSVPAG00000005124.1	ENSVPAT00000005122.1
ENSVPAG00000012132	ENSVPAG00000012132.1	ENSVPAT00000012131.1
ENSVPAG00000000181	ENSVPAG00000000181.1	ENSVPAT00000000180.1
ENSVPAG00000001260	ENSVPAG00000001260.1	ENSVPAT00000001261.1
ENSVPAG00000003735	ENSVPAG00000003735.1	ENSVPAT00000003735.1
ENSVPAG00000008492	ENSVPAG00000008492.1	ENSVPAT00000008492.1
ENSVPAG00000000089	ENSVPAG00000000089.1	ENSVPAT00000000089.1
ENSVPAG00000000515	ENSVPAG00000000515.1	ENSVPAT00000000515.1
ENSVPAG00000012135	ENSVPAG00000012135.1	ENSVPAT00000012137.1
ENSVPAG00000001667	ENSVPAG00000001667.1	ENSVPAT00000001667.1
ENSVPAG00000007229	ENSVPAG00000007229.1	ENSVPAT00000007229.1
ENSVPAG00000004953	ENSVPAG00000004953.1	ENSVPAT00000004953.1
ENSVPAG00000000575	ENSVPAG00000000575.1	ENSVPAT00000000575.1
ENSVPAG00000011293	ENSVPAG00000011293.1	ENSVPAT00000011292.1
ENSVPAG00000000182	ENSVPAG00000000182.1	ENSVPAT00000000181.1
ENSVPAG00000005125	ENSVPAG00000005125.1	ENSVPAT00000005128.1
ENSVPAG00000007493	ENSVPAG00000007493.1	ENSVPAT00000007492.1
ENSVPAG00000000779	ENSVPAG00000000779.1	ENSVPAT00000000779.1
ENSVPAG00000000330	ENSVPAG00000000330.1	ENSVPAT00000000330.1
ENSVPAG00000007991	ENSVPAG00000007991.1	ENSVPAT00000007991.1
ENSVPAG00000007494	ENSVPAG00000007494.1	ENSVPAT00000007495.1
ENSVPAG00000008362	ENSVPAG00000008362.1	ENSVPAT00000008362.1
ENSVPAG00000000352	ENSVPAG00000000352.1	ENSVPAT00000000352.1
ENSVPAG00000004998	ENSVPAG00000004998.1	ENSVPAT00000004998.1
ENSVPAG00000000005	ENSVPAG00000000005.1	ENSVPAT00000000005.1
ENSVPAG00000012139	ENSVPAG00000012139.1	ENSVPAT00000012140.1
ENSVPAG00000000090	ENSVPAG00000000090.1	ENSVPAT00000000090.1
ENSVPAG00000007231	ENSVPAG00000007231.1	ENSVPAT00000007231.1
ENSVPAG00000000353	ENSVPAG00000000353.1	ENSVPAT00000000353.1
ENSVPAG00000004954	ENSVPAG00000004954.1	ENSVPAT00000004955.1
ENSVPAG00000010841	ENSVPAG00000010841.1	ENSVPAT00000010841.1
ENSVPAG00000000371	ENSVPAG00000000371.1	ENSVPAT00000000370.1
ENSVPAG00000007992	ENSVPAG00000007992.1	ENSVPAT00000007992.1
ENSVPAG00000008909	ENSVPAG00000008909.1	ENSVPAT00000008906.1
ENSVPAG00000000718	ENSVPAG00000000718.1	ENSVPAT00000000714.1
ENSVPAG00000000297	ENSVPAG00000000297.1	ENSVPAT00000000297.1
ENSVPAG00000008270	ENSVPAG00000008270.1	ENSVPAT00000008270.1
ENSVPAG00000003264	ENSVPAG00000003264.1	ENSVPAT00000003264.1
ENSVPAG00000002820	ENSVPAG00000002820.1	ENSVPAT00000002821.1
ENSVPAG00000000534	ENSVPAG00000000534.1	ENSVPAT00000000534.1
ENSVPAG00000001282	ENSVPAG00000001282.1	ENSVPAT00000001282.1
ENSVPAG00000003746	ENSVPAG00000003746.1	ENSVPAT00000003745.1
ENSVPAG00000007993	ENSVPAG00000007993.1	ENSVPAT00000007993.1
ENSVPAG00000008910	ENSVPAG00000008910.1	ENSVPAT00000008911.1
ENSVPAG00000011207	ENSVPAG00000011207.1	ENSVPAT00000011207.1
ENSVPAG00000000373	ENSVPAG00000000373.1	ENSVPAT00000000372.1
ENSVPAG00000004999	ENSVPAG00000004999.1	ENSVPAT00000004999.1
ENSVPAG00000003747	ENSVPAG00000003747.1	ENSVPAT00000003748.1
ENSVPAG00000000720	ENSVPAG00000000720.1	ENSVPAT00000000724.1
ENSVPAG00000010920	ENSVPAG00000010920.1	ENSVPAT00000010921.1
ENSVPAG00000004209	ENSVPAG00000004209.1	ENSVPAT00000004209.1
ENSVPAG00000010980	ENSVPAG00000010980.1	ENSVPAT00000010980.1
ENSVPAG00000000407	ENSVPAG00000000407.1	ENSVPAT00000000407.1
ENSVPAG00000006385	ENSVPAG00000006385.1	ENSVPAT00000006384.1
ENSVPAG00000011209	ENSVPAG00000011209.1	ENSVPAT00000011209.1
ENSVPAG00000010842	ENSVPAG00000010842.1	ENSVPAT00000010842.1
ENSVPAG00000000569	ENSVPAG00000000569.1	ENSVPAT00000000569.1
ENSVPAG00000000133	ENSVPAG00000000133.1	ENSVPAT00000000134.1
ENSVPAG00000000375	ENSVPAG00000000375.1	ENSVPAT00000000375.1
ENSVPAG00000008275	ENSVPAG00000008275.1	ENSVPAT00000008276.1
ENSVPAG00000005130	ENSVPAG00000005130.1	ENSVPAT00000005130.1
ENSVPAG00000007497	ENSVPAG00000007497.1	ENSVPAT00000007501.1
ENSVPAG00000005000	ENSVPAG00000005000.1	ENSVPAT00000005000.1
ENSVPAG00000002133	ENSVPAG00000002133.1	ENSVPAT00000002133.1
ENSVPAG00000004210	ENSVPAG00000004210.1	ENSVPAT00000004210.1
ENSVPAG00000000587	ENSVPAG00000000587.1	ENSVPAT00000000589.1
ENSVPAG00000011210	ENSVPAG00000011210.1	ENSVPAT00000011210.1
ENSVPAG00000000410	ENSVPAG00000000410.1	ENSVPAT00000000411.1
ENSVPAG00000006428	ENSVPAG00000006428.1	ENSVPAT00000006426.1
ENSVPAG00000000376	ENSVPAG00000000376.1	ENSVPAT00000000378.1
ENSVPAG00000003787	ENSVPAG00000003787.1	ENSVPAT00000003787.1
ENSVPAG00000000542	ENSVPAG00000000542.1	ENSVPAT00000000542.1
ENSVPAG00000002692	ENSVPAG00000002692.1	ENSVPAT00000002692.1
ENSVPAG00000001436	ENSVPAG00000001436.1	ENSVPAT00000001436.1
ENSVPAG00000007438	ENSVPAG00000007438.1	ENSVPAT00000007439.1
ENSVPAG00000000135	ENSVPAG00000000135.1	ENSVPAT00000000135.1
ENSVPAG00000005001	ENSVPAG00000005001.1	ENSVPAT00000005001.1
ENSVPAG00000009309	ENSVPAG00000009309.1	ENSVPAT00000009309.1
ENSVPAG00000006429	ENSVPAG00000006429.1	ENSVPAT00000006430.1
ENSVPAG00000004772	ENSVPAG00000004772.1	ENSVPAT00000004774.1
ENSVPAG00000011212	ENSVPAG00000011212.1	ENSVPAT00000011211.1
ENSVPAG00000015495	ENSVPAG00000015495.1	ENSVPAT00000015473.1
ENSVPAG00000002835	ENSVPAG00000002835.1	ENSVPAT00000002833.1
ENSVPAG00000000276	ENSVPAG00000000276.1	ENSVPAT00000000276.1
ENSVPAG00000010036	ENSVPAG00000010036.1	ENSVPAT00000010039.1
ENSVPAG00000002862	ENSVPAG00000002862.1	ENSVPAT00000002863.1
ENSVPAG00000005003	ENSVPAG00000005003.1	ENSVPAT00000005003.1
ENSVPAG00000005131	ENSVPAG00000005131.1	ENSVPAT00000005131.1
ENSVPAG00000010918	ENSVPAG00000010918.1	ENSVPAT00000010918.1
ENSVPAG00000000137	ENSVPAG00000000137.1	ENSVPAT00000000137.1
ENSVPAG00000011213	ENSVPAG00000011213.1	ENSVPAT00000011213.1
ENSVPAG00000004361	ENSVPAG00000004361.1	ENSVPAT00000004361.1
ENSVPAG00000006590	ENSVPAG00000006590.1	ENSVPAT00000006592.1
ENSVPAG00000003606	ENSVPAG00000003606.1	ENSVPAT00000003605.1
ENSVPAG00000010267	ENSVPAG00000010267.1	ENSVPAT00000010268.1
ENSVPAG00000006991	ENSVPAG00000006991.1	ENSVPAT00000006991.1
ENSVPAG00000005711	ENSVPAG00000005711.1	ENSVPAT00000005711.1
ENSVPAG00000006431	ENSVPAG00000006431.1	ENSVPAT00000006431.1
ENSVPAG00000005132	ENSVPAG00000005132.1	ENSVPAT00000005132.1
ENSVPAG00000005004	ENSVPAG00000005004.1	ENSVPAT00000005005.1
ENSVPAG00000011214	ENSVPAG00000011214.1	ENSVPAT00000011214.1
ENSVPAG00000006992	ENSVPAG00000006992.1	ENSVPAT00000006992.1
ENSVPAG00000006433	ENSVPAG00000006433.1	ENSVPAT00000006432.1
ENSVPAG00000000138	ENSVPAG00000000138.1	ENSVPAT00000000139.1
ENSVPAG00000000278	ENSVPAG00000000278.1	ENSVPAT00000000278.1
ENSVPAG00000006595	ENSVPAG00000006595.1	ENSVPAT00000006594.1
ENSVPAG00000003443	ENSVPAG00000003443.1	ENSVPAT00000003442.1
ENSVPAG00000004363	ENSVPAG00000004363.1	ENSVPAT00000004364.1
ENSVPAG00000000688	ENSVPAG00000000688.1	ENSVPAT00000000688.1
ENSVPAG00000006434	ENSVPAG00000006434.1	ENSVPAT00000006439.1
ENSVPAG00000006597	ENSVPAG00000006597.1	ENSVPAT00000006598.1
ENSVPAG00000000398	ENSVPAG00000000398.1	ENSVPAT00000000399.1
ENSVPAG00000008587	ENSVPAG00000008587.1	ENSVPAT00000008585.1
ENSVPAG00000000280	ENSVPAG00000000280.1	ENSVPAT00000000280.1
ENSVPAG00000005133	ENSVPAG00000005133.1	ENSVPAT00000005133.1
ENSVPAG00000006808	ENSVPAG00000006808.1	ENSVPAT00000006808.1
ENSVPAG00000003233	ENSVPAG00000003233.1	ENSVPAT00000003233.1
ENSVPAG00000008017	ENSVPAG00000008017.1	ENSVPAT00000008017.1
ENSVPAG00000004956	ENSVPAG00000004956.1	ENSVPAT00000004956.1
ENSVPAG00000005135	ENSVPAG00000005135.1	ENSVPAT00000005134.1
ENSVPAG00000006520	ENSVPAG00000006520.1	ENSVPAT00000006528.1
ENSVPAG00000007382	ENSVPAG00000007382.1	ENSVPAT00000007382.1
ENSVPAG00000003147	ENSVPAG00000003147.1	ENSVPAT00000003147.1
ENSVPAG00000000576	ENSVPAG00000000576.1	ENSVPAT00000000576.1
ENSVPAG00000007809	ENSVPAG00000007809.1	ENSVPAT00000007809.1
ENSVPAG00000001373	ENSVPAG00000001373.1	ENSVPAT00000001373.1
ENSVPAG00000005136	ENSVPAG00000005136.1	ENSVPAT00000005137.1
ENSVPAG00000000477	ENSVPAG00000000477.1	ENSVPAT00000000477.1
ENSVPAG00000006050	ENSVPAG00000006050.1	ENSVPAT00000006049.1
ENSVPAG00000007485	ENSVPAG00000007485.1	ENSVPAT00000007485.1
ENSVPAG00000007383	ENSVPAG00000007383.1	ENSVPAT00000007383.1
ENSVPAG00000000657	ENSVPAG00000000657.1	ENSVPAT00000000657.1
ENSVPAG00000004366	ENSVPAG00000004366.1	ENSVPAT00000004366.1
ENSVPAG00000000685	ENSVPAG00000000685.1	ENSVPAT00000000685.1
ENSVPAG00000005411	ENSVPAG00000005411.1	ENSVPAT00000005411.1
ENSVPAG00000006669	ENSVPAG00000006669.1	ENSVPAT00000006669.1
ENSVPAG00000005006	ENSVPAG00000005006.1	ENSVPAT00000005009.1
ENSVPAG00000010869	ENSVPAG00000010869.1	ENSVPAT00000010870.1
ENSVPAG00000002971	ENSVPAG00000002971.1	ENSVPAT00000002974.1
ENSVPAG00000006051	ENSVPAG00000006051.1	ENSVPAT00000006051.1
ENSVPAG00000007812	ENSVPAG00000007812.1	ENSVPAT00000007812.1
ENSVPAG00000000714	ENSVPAG00000000714.1	ENSVPAT00000000710.1
ENSVPAG00000000282	ENSVPAG00000000282.1	ENSVPAT00000000282.1
ENSVPAG00000006607	ENSVPAG00000006607.1	ENSVPAT00000006607.1
ENSVPAG00000012544	ENSVPAG00000012544.1	ENSVPAT00000012544.1
ENSVPAG00000004957	ENSVPAG00000004957.1	ENSVPAT00000004957.1
ENSVPAG00000007486	ENSVPAG00000007486.1	ENSVPAT00000007486.1
ENSVPAG00000005414	ENSVPAG00000005414.1	ENSVPAT00000005413.1
ENSVPAG00000009433	ENSVPAG00000009433.1	ENSVPAT00000009432.1
ENSVPAG00000000130	ENSVPAG00000000130.1	ENSVPAT00000000130.1
ENSVPAG00000007384	ENSVPAG00000007384.1	ENSVPAT00000007384.1
ENSVPAG00000011495	ENSVPAG00000011495.1	ENSVPAT00000011495.1
ENSVPAG00000004369	ENSVPAG00000004369.1	ENSVPAT00000004369.1
ENSVPAG00000000478	ENSVPAG00000000478.1	ENSVPAT00000000478.1
ENSVPAG00000015519	ENSVPAG00000015519.1	ENSVPAT00000015430.1
ENSVPAG00000000658	ENSVPAG00000000658.1	ENSVPAT00000000658.1
