Gene stable ID	Gene stable ID version	Transcript stable ID version
ENSVPAG00000017023	ENSVPAG00000017023.1	ENSVPAT00000015853.1
ENSVPAG00000017916	ENSVPAG00000017916.1	ENSVPAT00000017903.1
ENSVPAG00000017917	ENSVPAG00000017917.1	ENSVPAT00000017904.1
ENSVPAG00000016073	ENSVPAG00000016073.1	ENSVPAT00000016615.1
ENSVPAG00000017918	ENSVPAG00000017918.1	ENSVPAT00000017905.1
ENSVPAG00000017919	ENSVPAG00000017919.1	ENSVPAT00000017906.1
ENSVPAG00000017187	ENSVPAG00000017187.1	ENSVPAT00000015786.1
ENSVPAG00000017920	ENSVPAG00000017920.1	ENSVPAT00000017907.1
ENSVPAG00000017389	ENSVPAG00000017389.1	ENSVPAT00000016729.1
ENSVPAG00000016610	ENSVPAG00000016610.1	ENSVPAT00000016819.1
ENSVPAG00000017921	ENSVPAG00000017921.1	ENSVPAT00000017908.1
ENSVPAG00000016634	ENSVPAG00000016634.1	ENSVPAT00000015750.1
ENSVPAG00000015739	ENSVPAG00000015739.1	ENSVPAT00000016901.1
ENSVPAG00000016892	ENSVPAG00000016892.1	ENSVPAT00000017312.1
ENSVPAG00000017922	ENSVPAG00000017922.1	ENSVPAT00000017909.1
ENSVPAG00000017232	ENSVPAG00000017232.1	ENSVPAT00000016161.1
ENSVPAG00000017923	ENSVPAG00000017923.1	ENSVPAT00000017910.1
ENSVPAG00000016630	ENSVPAG00000016630.1	ENSVPAT00000016730.1
ENSVPAG00000016663	ENSVPAG00000016663.1	ENSVPAT00000017072.1
ENSVPAG00000015669	ENSVPAG00000015669.1	ENSVPAT00000016028.1
ENSVPAG00000017924	ENSVPAG00000017924.1	ENSVPAT00000017911.1
ENSVPAG00000015568	ENSVPAG00000015568.1	ENSVPAT00000015573.1
ENSVPAG00000017398	ENSVPAG00000017398.1	ENSVPAT00000016513.1
ENSVPAG00000017925	ENSVPAG00000017925.1	ENSVPAT00000017912.1
ENSVPAG00000016955	ENSVPAG00000016955.1	ENSVPAT00000015930.1
ENSVPAG00000017092	ENSVPAG00000017092.1	ENSVPAT00000016815.1
ENSVPAG00000017926	ENSVPAG00000017926.1	ENSVPAT00000017913.1
ENSVPAG00000016251	ENSVPAG00000016251.1	ENSVPAT00000016360.1
ENSVPAG00000015863	ENSVPAG00000015863.1	ENSVPAT00000016386.1
ENSVPAG00000016926	ENSVPAG00000016926.1	ENSVPAT00000015924.1
ENSVPAG00000017927	ENSVPAG00000017927.1	ENSVPAT00000017914.1
ENSVPAG00000016753	ENSVPAG00000016753.1	ENSVPAT00000016174.1
ENSVPAG00000017329	ENSVPAG00000017329.1	ENSVPAT00000016515.1
ENSVPAG00000017928	ENSVPAG00000017928.1	ENSVPAT00000017915.1
ENSVPAG00000017929	ENSVPAG00000017929.1	ENSVPAT00000017916.1
ENSVPAG00000017930	ENSVPAG00000017930.1	ENSVPAT00000017917.1
ENSVPAG00000016957	ENSVPAG00000016957.1	ENSVPAT00000015625.1
ENSVPAG00000015638	ENSVPAG00000015638.1	ENSVPAT00000015949.1
ENSVPAG00000017931	ENSVPAG00000017931.1	ENSVPAT00000017918.1
ENSVPAG00000017932	ENSVPAG00000017932.1	ENSVPAT00000017919.1
ENSVPAG00000016443	ENSVPAG00000016443.1	ENSVPAT00000016826.1
ENSVPAG00000017933	ENSVPAG00000017933.1	ENSVPAT00000017920.1
ENSVPAG00000017934	ENSVPAG00000017934.1	ENSVPAT00000017921.1
ENSVPAG00000017935	ENSVPAG00000017935.1	ENSVPAT00000017922.1
ENSVPAG00000016762	ENSVPAG00000016762.1	ENSVPAT00000017046.1
ENSVPAG00000017936	ENSVPAG00000017936.1	ENSVPAT00000017923.1
ENSVPAG00000016464	ENSVPAG00000016464.1	ENSVPAT00000016486.1
ENSVPAG00000017937	ENSVPAG00000017937.1	ENSVPAT00000017924.1
ENSVPAG00000017197	ENSVPAG00000017197.1	ENSVPAT00000017161.1
ENSVPAG00000015544	ENSVPAG00000015544.1	ENSVPAT00000016214.1
ENSVPAG00000017938	ENSVPAG00000017938.1	ENSVPAT00000017925.1
ENSVPAG00000015912	ENSVPAG00000015912.1	ENSVPAT00000016870.1
ENSVPAG00000016542	ENSVPAG00000016542.1	ENSVPAT00000016220.1
ENSVPAG00000017939	ENSVPAG00000017939.1	ENSVPAT00000017926.1
ENSVPAG00000017940	ENSVPAG00000017940.1	ENSVPAT00000017927.1
ENSVPAG00000017941	ENSVPAG00000017941.1	ENSVPAT00000017928.1
ENSVPAG00000017942	ENSVPAG00000017942.1	ENSVPAT00000017929.1
ENSVPAG00000016836	ENSVPAG00000016836.1	ENSVPAT00000016594.1
ENSVPAG00000016369	ENSVPAG00000016369.1	ENSVPAT00000017179.1
ENSVPAG00000017151	ENSVPAG00000017151.1	ENSVPAT00000015981.1
ENSVPAG00000015925	ENSVPAG00000015925.1	ENSVPAT00000016221.1
ENSVPAG00000016287	ENSVPAG00000016287.1	ENSVPAT00000016339.1
ENSVPAG00000017943	ENSVPAG00000017943.1	ENSVPAT00000017930.1
ENSVPAG00000016520	ENSVPAG00000016520.1	ENSVPAT00000015929.1
ENSVPAG00000017944	ENSVPAG00000017944.1	ENSVPAT00000017931.1
ENSVPAG00000017375	ENSVPAG00000017375.1	ENSVPAT00000016935.1
ENSVPAG00000016780	ENSVPAG00000016780.1	ENSVPAT00000017389.1
ENSVPAG00000017945	ENSVPAG00000017945.1	ENSVPAT00000017932.1
ENSVPAG00000015563	ENSVPAG00000015563.1	ENSVPAT00000017364.1
ENSVPAG00000015658	ENSVPAG00000015658.1	ENSVPAT00000015919.1
ENSVPAG00000017946	ENSVPAG00000017946.1	ENSVPAT00000017933.1
ENSVPAG00000016184	ENSVPAG00000016184.1	ENSVPAT00000016567.1
ENSVPAG00000017001	ENSVPAG00000017001.1	ENSVPAT00000015940.1
ENSVPAG00000016098	ENSVPAG00000016098.1	ENSVPAT00000016882.1
ENSVPAG00000017082	ENSVPAG00000017082.1	ENSVPAT00000016580.1
ENSVPAG00000017947	ENSVPAG00000017947.1	ENSVPAT00000017934.1
ENSVPAG00000017948	ENSVPAG00000017948.1	ENSVPAT00000017935.1
ENSVPAG00000017949	ENSVPAG00000017949.1	ENSVPAT00000017936.1
ENSVPAG00000017950	ENSVPAG00000017950.1	ENSVPAT00000017937.1
ENSVPAG00000016269	ENSVPAG00000016269.1	ENSVPAT00000015804.1
ENSVPAG00000017951	ENSVPAG00000017951.1	ENSVPAT00000017938.1
ENSVPAG00000016678	ENSVPAG00000016678.1	ENSVPAT00000015605.1
ENSVPAG00000017952	ENSVPAG00000017952.1	ENSVPAT00000017939.1
ENSVPAG00000017345	ENSVPAG00000017345.1	ENSVPAT00000015963.1
ENSVPAG00000016962	ENSVPAG00000016962.1	ENSVPAT00000015717.1
ENSVPAG00000016434	ENSVPAG00000016434.1	ENSVPAT00000016697.1
ENSVPAG00000016313	ENSVPAG00000016313.1	ENSVPAT00000017074.1
ENSVPAG00000016456	ENSVPAG00000016456.1	ENSVPAT00000016657.1
ENSVPAG00000016175	ENSVPAG00000016175.1	ENSVPAT00000015591.1
ENSVPAG00000015851	ENSVPAG00000015851.1	ENSVPAT00000017096.1
ENSVPAG00000015720	ENSVPAG00000015720.1	ENSVPAT00000015659.1
ENSVPAG00000016255	ENSVPAG00000016255.1	ENSVPAT00000016768.1
ENSVPAG00000016755	ENSVPAG00000016755.1	ENSVPAT00000017261.1
ENSVPAG00000017953	ENSVPAG00000017953.1	ENSVPAT00000017940.1
ENSVPAG00000017954	ENSVPAG00000017954.1	ENSVPAT00000017941.1
ENSVPAG00000017067	ENSVPAG00000017067.1	ENSVPAT00000016636.1
ENSVPAG00000016039	ENSVPAG00000016039.1	ENSVPAT00000016764.1
ENSVPAG00000017955	ENSVPAG00000017955.1	ENSVPAT00000017942.1
ENSVPAG00000016985	ENSVPAG00000016985.1	ENSVPAT00000016879.1
ENSVPAG00000017267	ENSVPAG00000017267.1	ENSVPAT00000016341.1
ENSVPAG00000016032	ENSVPAG00000016032.1	ENSVPAT00000016320.1
ENSVPAG00000017956	ENSVPAG00000017956.1	ENSVPAT00000017943.1
ENSVPAG00000016223	ENSVPAG00000016223.1	ENSVPAT00000015862.1
ENSVPAG00000017957	ENSVPAG00000017957.1	ENSVPAT00000017944.1
ENSVPAG00000017958	ENSVPAG00000017958.1	ENSVPAT00000017945.1
ENSVPAG00000015805	ENSVPAG00000015805.1	ENSVPAT00000016120.1
ENSVPAG00000017270	ENSVPAG00000017270.1	ENSVPAT00000016274.1
ENSVPAG00000015622	ENSVPAG00000015622.1	ENSVPAT00000016119.1
ENSVPAG00000015555	ENSVPAG00000015555.1	ENSVPAT00000015631.1
ENSVPAG00000016127	ENSVPAG00000016127.1	ENSVPAT00000017394.1
ENSVPAG00000016338	ENSVPAG00000016338.1	ENSVPAT00000016167.1
ENSVPAG00000016356	ENSVPAG00000016356.1	ENSVPAT00000016845.1
ENSVPAG00000017959	ENSVPAG00000017959.1	ENSVPAT00000017946.1
ENSVPAG00000016116	ENSVPAG00000016116.1	ENSVPAT00000016577.1
ENSVPAG00000016280	ENSVPAG00000016280.1	ENSVPAT00000015727.1
ENSVPAG00000016773	ENSVPAG00000016773.1	ENSVPAT00000017122.1
ENSVPAG00000017960	ENSVPAG00000017960.1	ENSVPAT00000017947.1
ENSVPAG00000016152	ENSVPAG00000016152.1	ENSVPAT00000015517.1
ENSVPAG00000015974	ENSVPAG00000015974.1	ENSVPAT00000016502.1
ENSVPAG00000017961	ENSVPAG00000017961.1	ENSVPAT00000017948.1
ENSVPAG00000017962	ENSVPAG00000017962.1	ENSVPAT00000017949.1
ENSVPAG00000016591	ENSVPAG00000016591.1	ENSVPAT00000016971.1
ENSVPAG00000017262	ENSVPAG00000017262.1	ENSVPAT00000016736.1
ENSVPAG00000017244	ENSVPAG00000017244.1	ENSVPAT00000016570.1
ENSVPAG00000015693	ENSVPAG00000015693.1	ENSVPAT00000016474.1
ENSVPAG00000015887	ENSVPAG00000015887.1	ENSVPAT00000017166.1
ENSVPAG00000016318	ENSVPAG00000016318.1	ENSVPAT00000015820.1
ENSVPAG00000015617	ENSVPAG00000015617.1	ENSVPAT00000016438.1
ENSVPAG00000017963	ENSVPAG00000017963.1	ENSVPAT00000017950.1
ENSVPAG00000016796	ENSVPAG00000016796.1	ENSVPAT00000016209.1
ENSVPAG00000017964	ENSVPAG00000017964.1	ENSVPAT00000017951.1
ENSVPAG00000017115	ENSVPAG00000017115.1	ENSVPAT00000017183.1
ENSVPAG00000016326	ENSVPAG00000016326.1	ENSVPAT00000016344.1
ENSVPAG00000016500	ENSVPAG00000016500.1	ENSVPAT00000015910.1
ENSVPAG00000017965	ENSVPAG00000017965.1	ENSVPAT00000017952.1
ENSVPAG00000016584	ENSVPAG00000016584.1	ENSVPAT00000015774.1
ENSVPAG00000017966	ENSVPAG00000017966.1	ENSVPAT00000017953.1
ENSVPAG00000015689	ENSVPAG00000015689.1	ENSVPAT00000016085.1
ENSVPAG00000016809	ENSVPAG00000016809.1	ENSVPAT00000015654.1
ENSVPAG00000017321	ENSVPAG00000017321.1	ENSVPAT00000016046.1
ENSVPAG00000017169	ENSVPAG00000017169.1	ENSVPAT00000016048.1
ENSVPAG00000017967	ENSVPAG00000017967.1	ENSVPAT00000017954.1
ENSVPAG00000017116	ENSVPAG00000017116.1	ENSVPAT00000016877.1
ENSVPAG00000015631	ENSVPAG00000015631.1	ENSVPAT00000016421.1
ENSVPAG00000017968	ENSVPAG00000017968.1	ENSVPAT00000017955.1
ENSVPAG00000016061	ENSVPAG00000016061.1	ENSVPAT00000016092.1
ENSVPAG00000016000	ENSVPAG00000016000.1	ENSVPAT00000015962.1
ENSVPAG00000017969	ENSVPAG00000017969.1	ENSVPAT00000017956.1
ENSVPAG00000017970	ENSVPAG00000017970.1	ENSVPAT00000017957.1
ENSVPAG00000017102	ENSVPAG00000017102.1	ENSVPAT00000016379.1
ENSVPAG00000016377	ENSVPAG00000016377.1	ENSVPAT00000016433.1
ENSVPAG00000017971	ENSVPAG00000017971.1	ENSVPAT00000017958.1
ENSVPAG00000015820	ENSVPAG00000015820.1	ENSVPAT00000017222.1
ENSVPAG00000017386	ENSVPAG00000017386.1	ENSVPAT00000015834.1
ENSVPAG00000016064	ENSVPAG00000016064.1	ENSVPAT00000015604.1
ENSVPAG00000017972	ENSVPAG00000017972.1	ENSVPAT00000017959.1
ENSVPAG00000016800	ENSVPAG00000016800.1	ENSVPAT00000016994.1
ENSVPAG00000016387	ENSVPAG00000016387.1	ENSVPAT00000017030.1
ENSVPAG00000015902	ENSVPAG00000015902.1	ENSVPAT00000016482.1
ENSVPAG00000015605	ENSVPAG00000015605.1	ENSVPAT00000015648.1
ENSVPAG00000016308	ENSVPAG00000016308.1	ENSVPAT00000015745.1
ENSVPAG00000015817	ENSVPAG00000015817.1	ENSVPAT00000015731.1
ENSVPAG00000015742	ENSVPAG00000015742.1	ENSVPAT00000017256.1
ENSVPAG00000015827	ENSVPAG00000015827.1	ENSVPAT00000015789.1
ENSVPAG00000017973	ENSVPAG00000017973.1	ENSVPAT00000017960.1
ENSVPAG00000017974	ENSVPAG00000017974.1	ENSVPAT00000017961.1
ENSVPAG00000016668	ENSVPAG00000016668.1	ENSVPAT00000015664.1
ENSVPAG00000016987	ENSVPAG00000016987.1	ENSVPAT00000016243.1
ENSVPAG00000017131	ENSVPAG00000017131.1	ENSVPAT00000017298.1
ENSVPAG00000016829	ENSVPAG00000016829.1	ENSVPAT00000015553.1
ENSVPAG00000016644	ENSVPAG00000016644.1	ENSVPAT00000016460.1
ENSVPAG00000017975	ENSVPAG00000017975.1	ENSVPAT00000017962.1
ENSVPAG00000017367	ENSVPAG00000017367.1	ENSVPAT00000015645.1
ENSVPAG00000016334	ENSVPAG00000016334.1	ENSVPAT00000016596.1
ENSVPAG00000017397	ENSVPAG00000017397.1	ENSVPAT00000016985.1
ENSVPAG00000017234	ENSVPAG00000017234.1	ENSVPAT00000017032.1
ENSVPAG00000015647	ENSVPAG00000015647.1	ENSVPAT00000016974.1
ENSVPAG00000017976	ENSVPAG00000017976.1	ENSVPAT00000017963.1
ENSVPAG00000015807	ENSVPAG00000015807.1	ENSVPAT00000015918.1
ENSVPAG00000017362	ENSVPAG00000017362.1	ENSVPAT00000015556.1
ENSVPAG00000017405	ENSVPAG00000017405.1	ENSVPAT00000015598.1
ENSVPAG00000017977	ENSVPAG00000017977.1	ENSVPAT00000017964.1
ENSVPAG00000016578	ENSVPAG00000016578.1	ENSVPAT00000016708.1
ENSVPAG00000015682	ENSVPAG00000015682.1	ENSVPAT00000017229.1
ENSVPAG00000016655	ENSVPAG00000016655.1	ENSVPAT00000016223.1
ENSVPAG00000016190	ENSVPAG00000016190.1	ENSVPAT00000016913.1
ENSVPAG00000017227	ENSVPAG00000017227.1	ENSVPAT00000016722.1
ENSVPAG00000016877	ENSVPAG00000016877.1	ENSVPAT00000017259.1
ENSVPAG00000017978	ENSVPAG00000017978.1	ENSVPAT00000017965.1
ENSVPAG00000017979	ENSVPAG00000017979.1	ENSVPAT00000017966.1
ENSVPAG00000017008	ENSVPAG00000017008.1	ENSVPAT00000016627.1
ENSVPAG00000017317	ENSVPAG00000017317.1	ENSVPAT00000016296.1
ENSVPAG00000015640	ENSVPAG00000015640.1	ENSVPAT00000016508.1
ENSVPAG00000017980	ENSVPAG00000017980.1	ENSVPAT00000017967.1
ENSVPAG00000017069	ENSVPAG00000017069.1	ENSVPAT00000017262.1
ENSVPAG00000017326	ENSVPAG00000017326.1	ENSVPAT00000016210.1
ENSVPAG00000016757	ENSVPAG00000016757.1	ENSVPAT00000017206.1
ENSVPAG00000016379	ENSVPAG00000016379.1	ENSVPAT00000016661.1
ENSVPAG00000017981	ENSVPAG00000017981.1	ENSVPAT00000017968.1
ENSVPAG00000016973	ENSVPAG00000016973.1	ENSVPAT00000015549.1
ENSVPAG00000015764	ENSVPAG00000015764.1	ENSVPAT00000016228.1
ENSVPAG00000016259	ENSVPAG00000016259.1	ENSVPAT00000016179.1
ENSVPAG00000017982	ENSVPAG00000017982.1	ENSVPAT00000017969.1
ENSVPAG00000017983	ENSVPAG00000017983.1	ENSVPAT00000017970.1
ENSVPAG00000016858	ENSVPAG00000016858.1	ENSVPAT00000015629.1
ENSVPAG00000016790	ENSVPAG00000016790.1	ENSVPAT00000016097.1
ENSVPAG00000016324	ENSVPAG00000016324.1	ENSVPAT00000017219.1
ENSVPAG00000017984	ENSVPAG00000017984.1	ENSVPAT00000017971.1
ENSVPAG00000016406	ENSVPAG00000016406.1	ENSVPAT00000017061.1
ENSVPAG00000017985	ENSVPAG00000017985.1	ENSVPAT00000017972.1
ENSVPAG00000016880	ENSVPAG00000016880.1	ENSVPAT00000016652.1
ENSVPAG00000015859	ENSVPAG00000015859.1	ENSVPAT00000017270.1
ENSVPAG00000016107	ENSVPAG00000016107.1	ENSVPAT00000016613.1
ENSVPAG00000016701	ENSVPAG00000016701.1	ENSVPAT00000016041.1
ENSVPAG00000016289	ENSVPAG00000016289.1	ENSVPAT00000015797.1
ENSVPAG00000017986	ENSVPAG00000017986.1	ENSVPAT00000017973.1
ENSVPAG00000016149	ENSVPAG00000016149.1	ENSVPAT00000016794.1
ENSVPAG00000015811	ENSVPAG00000015811.1	ENSVPAT00000016452.1
ENSVPAG00000015949	ENSVPAG00000015949.1	ENSVPAT00000016175.1
ENSVPAG00000016072	ENSVPAG00000016072.1	ENSVPAT00000016417.1
ENSVPAG00000017183	ENSVPAG00000017183.1	ENSVPAT00000015792.1
ENSVPAG00000016878	ENSVPAG00000016878.1	ENSVPAT00000016044.1
ENSVPAG00000017295	ENSVPAG00000017295.1	ENSVPAT00000017326.1
ENSVPAG00000015691	ENSVPAG00000015691.1	ENSVPAT00000016903.1
ENSVPAG00000017987	ENSVPAG00000017987.1	ENSVPAT00000017974.1
ENSVPAG00000016841	ENSVPAG00000016841.1	ENSVPAT00000016864.1
ENSVPAG00000017298	ENSVPAG00000017298.1	ENSVPAT00000015679.1
ENSVPAG00000015576	ENSVPAG00000015576.1	ENSVPAT00000016064.1
ENSVPAG00000017204	ENSVPAG00000017204.1	ENSVPAT00000017252.1
ENSVPAG00000017263	ENSVPAG00000017263.1	ENSVPAT00000015535.1
ENSVPAG00000016784	ENSVPAG00000016784.1	ENSVPAT00000015790.1
ENSVPAG00000015832	ENSVPAG00000015832.1	ENSVPAT00000016171.1
ENSVPAG00000016025	ENSVPAG00000016025.1	ENSVPAT00000016480.1
ENSVPAG00000017168	ENSVPAG00000017168.1	ENSVPAT00000016335.1
ENSVPAG00000015731	ENSVPAG00000015731.1	ENSVPAT00000016986.1
ENSVPAG00000016832	ENSVPAG00000016832.1	ENSVPAT00000015767.1
ENSVPAG00000017988	ENSVPAG00000017988.1	ENSVPAT00000017975.1
ENSVPAG00000016045	ENSVPAG00000016045.1	ENSVPAT00000016003.1
ENSVPAG00000016031	ENSVPAG00000016031.1	ENSVPAT00000016202.1
ENSVPAG00000017198	ENSVPAG00000017198.1	ENSVPAT00000016946.1
ENSVPAG00000017989	ENSVPAG00000017989.1	ENSVPAT00000017976.1
ENSVPAG00000016498	ENSVPAG00000016498.1	ENSVPAT00000016853.1
ENSVPAG00000017990	ENSVPAG00000017990.1	ENSVPAT00000017977.1
ENSVPAG00000015663	ENSVPAG00000015663.1	ENSVPAT00000015915.1
ENSVPAG00000016938	ENSVPAG00000016938.1	ENSVPAT00000016929.1
ENSVPAG00000017231	ENSVPAG00000017231.1	ENSVPAT00000016473.1
ENSVPAG00000015986	ENSVPAG00000015986.1	ENSVPAT00000016533.1
ENSVPAG00000017030	ENSVPAG00000017030.1	ENSVPAT00000016930.1
ENSVPAG00000017991	ENSVPAG00000017991.1	ENSVPAT00000017978.1
ENSVPAG00000016550	ENSVPAG00000016550.1	ENSVPAT00000015948.1
ENSVPAG00000016403	ENSVPAG00000016403.1	ENSVPAT00000016605.1
ENSVPAG00000016931	ENSVPAG00000016931.1	ENSVPAT00000017285.1
ENSVPAG00000016545	ENSVPAG00000016545.1	ENSVPAT00000017007.1
ENSVPAG00000016483	ENSVPAG00000016483.1	ENSVPAT00000016592.1
ENSVPAG00000016671	ENSVPAG00000016671.1	ENSVPAT00000017377.1
ENSVPAG00000017195	ENSVPAG00000017195.1	ENSVPAT00000016133.1
ENSVPAG00000017128	ENSVPAG00000017128.1	ENSVPAT00000016222.1
ENSVPAG00000017992	ENSVPAG00000017992.1	ENSVPAT00000017979.1
ENSVPAG00000017020	ENSVPAG00000017020.1	ENSVPAT00000015991.1
ENSVPAG00000017993	ENSVPAG00000017993.1	ENSVPAT00000017980.1
ENSVPAG00000017088	ENSVPAG00000017088.1	ENSVPAT00000017123.1
ENSVPAG00000017994	ENSVPAG00000017994.1	ENSVPAT00000017981.1
ENSVPAG00000015856	ENSVPAG00000015856.1	ENSVPAT00000016840.1
ENSVPAG00000016896	ENSVPAG00000016896.1	ENSVPAT00000017170.1
ENSVPAG00000015872	ENSVPAG00000015872.1	ENSVPAT00000016976.1
ENSVPAG00000017995	ENSVPAG00000017995.1	ENSVPAT00000017982.1
ENSVPAG00000017277	ENSVPAG00000017277.1	ENSVPAT00000016603.1
ENSVPAG00000017996	ENSVPAG00000017996.1	ENSVPAT00000017983.1
ENSVPAG00000015750	ENSVPAG00000015750.1	ENSVPAT00000017097.1
ENSVPAG00000017083	ENSVPAG00000017083.1	ENSVPAT00000016818.1
ENSVPAG00000017997	ENSVPAG00000017997.1	ENSVPAT00000017984.1
ENSVPAG00000017998	ENSVPAG00000017998.1	ENSVPAT00000017985.1
ENSVPAG00000016385	ENSVPAG00000016385.1	ENSVPAT00000017078.1
ENSVPAG00000017999	ENSVPAG00000017999.1	ENSVPAT00000017986.1
ENSVPAG00000016879	ENSVPAG00000016879.1	ENSVPAT00000015610.1
ENSVPAG00000017170	ENSVPAG00000017170.1	ENSVPAT00000016408.1
ENSVPAG00000016944	ENSVPAG00000016944.1	ENSVPAT00000015889.1
ENSVPAG00000018000	ENSVPAG00000018000.1	ENSVPAT00000017987.1
ENSVPAG00000017276	ENSVPAG00000017276.1	ENSVPAT00000017146.1
ENSVPAG00000015668	ENSVPAG00000015668.1	ENSVPAT00000016511.1
ENSVPAG00000016458	ENSVPAG00000016458.1	ENSVPAT00000016370.1
ENSVPAG00000017062	ENSVPAG00000017062.1	ENSVPAT00000016383.1
ENSVPAG00000015847	ENSVPAG00000015847.1	ENSVPAT00000017080.1
ENSVPAG00000016430	ENSVPAG00000016430.1	ENSVPAT00000016924.1
ENSVPAG00000018001	ENSVPAG00000018001.1	ENSVPAT00000017988.1
ENSVPAG00000015975	ENSVPAG00000015975.1	ENSVPAT00000015729.1
ENSVPAG00000016270	ENSVPAG00000016270.1	ENSVPAT00000015663.1
ENSVPAG00000016309	ENSVPAG00000016309.1	ENSVPAT00000016366.1
ENSVPAG00000016233	ENSVPAG00000016233.1	ENSVPAT00000016899.1
ENSVPAG00000017364	ENSVPAG00000017364.1	ENSVPAT00000016813.1
ENSVPAG00000016785	ENSVPAG00000016785.1	ENSVPAT00000016114.1
ENSVPAG00000017361	ENSVPAG00000017361.1	ENSVPAT00000016555.1
ENSVPAG00000016283	ENSVPAG00000016283.1	ENSVPAT00000016752.1
ENSVPAG00000018002	ENSVPAG00000018002.1	ENSVPAT00000017989.1
ENSVPAG00000016382	ENSVPAG00000016382.1	ENSVPAT00000017212.1
ENSVPAG00000018003	ENSVPAG00000018003.1	ENSVPAT00000017990.1
ENSVPAG00000018004	ENSVPAG00000018004.1	ENSVPAT00000017991.1
ENSVPAG00000015531	ENSVPAG00000015531.1	ENSVPAT00000016630.1
ENSVPAG00000015853	ENSVPAG00000015853.1	ENSVPAT00000016127.1
ENSVPAG00000018005	ENSVPAG00000018005.1	ENSVPAT00000017992.1
ENSVPAG00000018006	ENSVPAG00000018006.1	ENSVPAT00000017993.1
ENSVPAG00000017003	ENSVPAG00000017003.1	ENSVPAT00000015818.1
ENSVPAG00000018007	ENSVPAG00000018007.1	ENSVPAT00000017994.1
ENSVPAG00000017271	ENSVPAG00000017271.1	ENSVPAT00000017271.1
ENSVPAG00000016327	ENSVPAG00000016327.1	ENSVPAT00000016450.1
ENSVPAG00000018008	ENSVPAG00000018008.1	ENSVPAT00000017995.1
ENSVPAG00000015572	ENSVPAG00000015572.1	ENSVPAT00000016575.1
ENSVPAG00000018009	ENSVPAG00000018009.1	ENSVPAT00000017996.1
ENSVPAG00000018010	ENSVPAG00000018010.1	ENSVPAT00000017997.1
ENSVPAG00000015715	ENSVPAG00000015715.1	ENSVPAT00000015542.1
ENSVPAG00000017286	ENSVPAG00000017286.1	ENSVPAT00000017045.1
ENSVPAG00000018011	ENSVPAG00000018011.1	ENSVPAT00000017998.1
ENSVPAG00000018012	ENSVPAG00000018012.1	ENSVPAT00000017999.1
ENSVPAG00000016583	ENSVPAG00000016583.1	ENSVPAT00000016213.1
ENSVPAG00000017273	ENSVPAG00000017273.1	ENSVPAT00000015690.1
ENSVPAG00000017222	ENSVPAG00000017222.1	ENSVPAT00000017374.1
ENSVPAG00000016046	ENSVPAG00000016046.1	ENSVPAT00000015814.1
ENSVPAG00000016697	ENSVPAG00000016697.1	ENSVPAT00000016010.1
ENSVPAG00000016396	ENSVPAG00000016396.1	ENSVPAT00000017162.1
ENSVPAG00000016479	ENSVPAG00000016479.1	ENSVPAT00000017041.1
ENSVPAG00000018013	ENSVPAG00000018013.1	ENSVPAT00000018000.1
ENSVPAG00000017046	ENSVPAG00000017046.1	ENSVPAT00000016693.1
ENSVPAG00000018014	ENSVPAG00000018014.1	ENSVPAT00000018001.1
ENSVPAG00000015541	ENSVPAG00000015541.1	ENSVPAT00000016982.1
ENSVPAG00000018015	ENSVPAG00000018015.1	ENSVPAT00000018002.1
ENSVPAG00000015957	ENSVPAG00000015957.1	ENSVPAT00000017075.1
ENSVPAG00000016822	ENSVPAG00000016822.1	ENSVPAT00000016430.1
ENSVPAG00000018016	ENSVPAG00000018016.1	ENSVPAT00000018003.1
ENSVPAG00000017306	ENSVPAG00000017306.1	ENSVPAT00000017147.1
ENSVPAG00000016493	ENSVPAG00000016493.1	ENSVPAT00000015627.1
ENSVPAG00000018017	ENSVPAG00000018017.1	ENSVPAT00000018004.1
ENSVPAG00000016902	ENSVPAG00000016902.1	ENSVPAT00000015554.1
ENSVPAG00000016797	ENSVPAG00000016797.1	ENSVPAT00000016225.1
ENSVPAG00000018018	ENSVPAG00000018018.1	ENSVPAT00000018005.1
ENSVPAG00000017265	ENSVPAG00000017265.1	ENSVPAT00000015788.1
ENSVPAG00000016112	ENSVPAG00000016112.1	ENSVPAT00000016191.1
ENSVPAG00000016999	ENSVPAG00000016999.1	ENSVPAT00000015635.1
ENSVPAG00000016806	ENSVPAG00000016806.1	ENSVPAT00000016604.1
ENSVPAG00000016461	ENSVPAG00000016461.1	ENSVPAT00000015692.1
ENSVPAG00000017334	ENSVPAG00000017334.1	ENSVPAT00000015661.1
ENSVPAG00000018019	ENSVPAG00000018019.1	ENSVPAT00000018006.1
ENSVPAG00000016378	ENSVPAG00000016378.1	ENSVPAT00000015618.1
ENSVPAG00000016174	ENSVPAG00000016174.1	ENSVPAT00000016253.1
ENSVPAG00000016088	ENSVPAG00000016088.1	ENSVPAT00000016921.1
ENSVPAG00000015604	ENSVPAG00000015604.1	ENSVPAT00000016193.1
ENSVPAG00000016111	ENSVPAG00000016111.1	ENSVPAT00000017013.1
ENSVPAG00000018020	ENSVPAG00000018020.1	ENSVPAT00000018007.1
ENSVPAG00000018021	ENSVPAG00000018021.1	ENSVPAT00000018008.1
ENSVPAG00000016005	ENSVPAG00000016005.1	ENSVPAT00000016291.1
